1.954105	-7.439091
-3.315065	2.973839
-3.602304	-1.998518
-3.695579	-0.763345
-0.829338	-1.549585
-2.858516	-1.726457
2.934227	-10.237031
2.890554	-7.671070
0.831951	-9.318749
0.893305	-7.346456
-3.348611	-0.286326
2.653088	-9.018380
3.011421	-7.644453
1.617932	-7.153900
-3.937000	-1.258143
-2.513302	-0.553881
2.207307	-7.925201
-2.914673	2.891366
-1.837980	-1.168128
0.959862	-8.419484
2.342929	-7.079867
2.497890	-8.918564
-1.817408	-2.225928
-0.158992	-8.780215
-3.498358	-3.204573
0.018639	-9.210944
-2.272178	-3.058063
-3.269737	2.874975
-3.218490	-1.181529
-5.193935	-0.913546
-3.627445	-0.867856
1.821395	-9.207307
2.166025	-9.471515
-3.075896	-1.939980
3.109837	-8.342649
-2.364002	-2.142767
-2.290577	3.098440
1.067961	-7.886441
-2.894390	-2.800467
-3.190589	4.359671
-2.903612	-1.971788
2.515971	-8.896644
-3.506988	-0.679346
-1.114417	2.769235
-2.695984	-1.142362
1.841551	-8.405553
-2.342111	3.016080
-3.865344	-2.065164
-3.762247	-0.618829
0.807287	-8.381833
1.930493	-8.821712
-2.132219	-1.141903
-2.603118	4.119545
-3.535970	-0.923107
-1.365774	-2.070763
-1.655617	-1.995635
0.982961	-9.410074
-3.229232	-2.652144
1.504547	-10.117120
-1.974690	3.278221
1.623318	-8.531362
2.403537	-6.802182
-5.490085	1.414288
-0.689450	-9.660650
-2.623246	0.095682
-2.391153	-0.861354
2.429929	-9.511849
-3.334816	4.669507
-2.945568	-1.747794
-3.001268	-4.174673
-4.798493	-1.429453
-2.893090	-0.506865
-2.791218	0.943511
1.650454	-8.486871
-3.151916	-1.954957
0.861673	-7.303253
-3.972383	-0.652705
-2.473108	-1.683531
0.310541	-8.361185
-0.102274	-10.184694
0.883408	-8.227570
1.648310	-7.387241
-2.561910	-1.455571
2.373198	-7.414987
-1.481612	-1.804631
-1.418126	0.324042
-2.878221	5.278032
3.571340	-8.684950
1.910331	-7.991429
2.313291	-7.795378
-3.277080	-0.863042
1.303046	-9.380572
0.685933	-8.274431
2.479403	-8.762953
-3.558279	-2.307064
1.892534	-9.579600
2.130828	-6.115501
1.710052	-8.409462
-3.673725	-1.540759
-2.984803	-2.799941
-1.852265	-2.713921
-3.267027	-2.390390
1.193020	-8.203724
-4.173717	-1.701160
-2.841750	-2.594864
-3.096509	-1.630610
-3.397417	-1.977986
-1.911370	-2.526684
-4.562725	-1.969628
-3.544949	3.163677
-3.635513	-0.852051
0.458221	-9.277777
-1.916216	-2.056555
2.863738	-7.657255
-3.331380	-0.503711
-1.852494	5.071307
-2.103321	2.121970
-2.956917	-1.178898
-1.987258	-2.589798
-4.151675	-0.769606
0.746365	-7.626583
-3.323128	-1.709984
-2.386904	-1.343606
-1.996234	-1.540245
0.752528	-8.463880
-1.371850	-1.481701
1.442199	-8.125337
-2.345121	-1.578532
-2.627724	3.562991
2.334073	-6.361806
-2.842520	3.506530
-3.530757	-1.680313
-0.890478	-0.063936
-2.903828	3.723083
-2.493753	3.592044
-2.380615	-1.312769
-3.250408	0.214281
-4.248794	-1.092557
-2.331830	-2.678722
-3.222422	3.654008
-2.250650	-0.302041
1.558948	-8.720297
-2.273617	0.063358
2.102674	-8.746907
-3.816148	0.183701
0.413364	-1.031491
-1.604951	-0.808430
1.803470	-8.283998
-2.288974	-0.330087
-3.196962	3.601572
0.714511	-9.735464
1.489347	-7.855521
-3.909735	-1.825764
-3.677342	2.781204
-1.674502	-2.695385
-2.240430	-2.995844
-4.637720	-1.175760
-3.602408	-1.796682
-3.555532	-2.099416
0.777024	-9.673621
-3.050099	-1.364310
-3.614060	-0.829557
-2.980344	1.004079
0.715799	-6.659024
0.239507	-7.448894
-3.653477	-1.328981
-1.386347	-0.548667
-3.016081	-1.086436
0.459639	-9.171697
-2.553212	-1.473514
0.545900	-9.279629
-2.726128	-2.689132
-3.956322	3.960208
2.029049	-8.080846
0.919733	-8.457709
1.417028	-8.133524
-4.705027	-2.051150
1.617745	-7.969642
-2.791842	-1.185700
-3.474354	-0.494001
1.190664	-7.873505
-2.068647	-0.416525
1.612013	-8.148767
1.677312	-7.163849
-2.776447	-4.329656
0.626056	-7.499471
-2.199866	-1.606750
1.651938	-9.569213
1.987021	-8.469333
2.381338	-7.882348
-1.638667	-0.736242
1.361299	-8.022481
0.594407	-9.272904
2.200063	-7.508116
2.232673	-6.305192
0.582210	-8.346481
1.324192	-8.927614
0.477785	-7.751232
1.577436	-7.585546
-0.425972	-2.245601
-2.604482	0.816680
2.454055	-9.225878
1.718059	-7.248056
-2.679984	-0.919862
-2.977044	2.182291
-2.896304	-1.559894
-1.524080	-2.346059
2.692377	-9.880524
-1.345670	-2.988952
2.373705	-8.718962
1.075031	-7.594760
-0.343836	-7.440418
-0.375494	-1.716988
1.628733	-7.542120
-0.825576	-2.078181
1.172778	-9.459236
-1.291574	-2.313072
-3.129035	3.916857
0.478394	-7.434760
2.808058	-6.885807
-4.032507	-1.258518
1.511302	-8.067726
-3.995235	-2.681392
-2.375955	0.842883
2.605285	-6.586280
3.446428	-6.358146
0.788285	-8.055533
-3.202018	-2.238148
-2.611929	-2.031659
-1.040767	-1.892446
0.441809	-8.554255
-4.181920	4.365429
-2.080331	-1.326734
-1.965914	-0.655223
1.717605	-8.105250
2.036037	-7.192420
-4.046878	-1.208908
1.043637	-7.291923
-3.282083	-0.756602
-2.175564	-2.340930
-3.251725	-0.255985
-3.891446	3.067036
-1.687374	3.559552
2.642350	-10.130817
0.232525	-9.706495
-3.836665	-1.563471
-0.736980	3.374077
1.827459	-9.187194
-0.163637	-6.919626
-2.899512	4.037417
